127.0.0.1 - - [19/Jul/2025:09:05:35 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:11 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:11 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:11 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:25 +0530] "GET /shopping-cart/adminViewProduct.jsp?type=laptop HTTP/1.1" 200 7383
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:25 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:28 +0530] "GET /shopping-cart/adminViewProduct.jsp?type=speaker HTTP/1.1" 200 9999
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:28 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:28 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:28 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:28 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:33 +0530] "GET /shopping-cart/addProduct.jsp HTTP/1.1" 200 8721
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:24 +0530] "GET /shopping-cart/adminViewProduct.jsp HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:24 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:24 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:24 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:24 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:31 +0530] "GET /shopping-cart/adminStock.jsp HTTP/1.1" 200 9951
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:31 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:31 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:31 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:31 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:36 +0530] "GET /shopping-cart/shippedItems.jsp HTTP/1.1" 200 7083
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:42 +0530] "GET /shopping-cart/shippedItems.jsp HTTP/1.1" 200 7083
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:14:43 +0530] "GET /shopping-cart/unshippedItems.jsp HTTP/1.1" 200 7040
